Order	,	Name	,	Latitude	,	Longitude	,	Date	,	Time
1072	,	User 3	,	39.913027	,	116.36745	,	2008-11-10	,	10:21:59
1073	,	User 3	,	39.913327	,	116.367473	,	2008-11-10	,	10:22:04
1074	,	User 3	,	39.91371	,	116.367477	,	2008-11-10	,	10:22:09
1075	,	User 3	,	39.914165	,	116.367428	,	2008-11-10	,	10:22:14
1076	,	User 3	,	39.914723	,	116.367405	,	2008-11-10	,	10:22:19
1077	,	User 3	,	39.915205	,	116.367412	,	2008-11-10	,	10:22:24
1078	,	User 3	,	39.91565	,	116.367431	,	2008-11-10	,	10:22:29
1079	,	User 3	,	39.916085	,	116.367481	,	2008-11-10	,	10:22:34
1080	,	User 3	,	39.91642	,	116.367478	,	2008-11-10	,	10:22:39
1081	,	User 3	,	39.916642	,	116.367472	,	2008-11-10	,	10:22:44
1082	,	User 3	,	39.916717	,	116.367449	,	2008-11-10	,	10:22:49
1083	,	User 3	,	39.916748	,	116.367448	,	2008-11-10	,	10:22:54
1084	,	User 3	,	39.91682	,	116.367444	,	2008-11-10	,	10:22:59
1085	,	User 3	,	39.916966	,	116.367441	,	2008-11-10	,	10:23:04
1086	,	User 3	,	39.917126	,	116.367424	,	2008-11-10	,	10:23:09
1087	,	User 3	,	39.917425	,	116.367417	,	2008-11-10	,	10:23:14
1088	,	User 3	,	39.917826	,	116.367389	,	2008-11-10	,	10:23:19
1089	,	User 3	,	39.918214	,	116.367368	,	2008-11-10	,	10:23:24
1090	,	User 3	,	39.918612	,	116.367332	,	2008-11-10	,	10:23:29
1091	,	User 3	,	39.919015	,	116.367307	,	2008-11-10	,	10:23:34
1092	,	User 3	,	39.919448	,	116.367299	,	2008-11-10	,	10:23:39
1093	,	User 3	,	39.919801	,	116.367301	,	2008-11-10	,	10:23:44
1094	,	User 3	,	39.919961	,	116.367333	,	2008-11-10	,	10:23:49
1095	,	User 3	,	39.919948	,	116.367363	,	2008-11-10	,	10:23:54
1096	,	User 3	,	39.919963	,	116.367368	,	2008-11-10	,	10:23:59
1097	,	User 3	,	39.919997	,	116.367364	,	2008-11-10	,	10:24:04
1098	,	User 3	,	39.92012	,	116.36733	,	2008-11-10	,	10:24:09
1099	,	User 3	,	39.920281	,	116.367325	,	2008-11-10	,	10:24:14
1100	,	User 3	,	39.92038	,	116.367322	,	2008-11-10	,	10:24:19
1101	,	User 3	,	39.920438	,	116.367274	,	2008-11-10	,	10:24:24
1102	,	User 3	,	39.920496	,	116.367254	,	2008-11-10	,	10:24:29
1103	,	User 3	,	39.920525	,	116.367264	,	2008-11-10	,	10:24:34
1104	,	User 3	,	39.920552	,	116.367255	,	2008-11-10	,	10:24:39
1105	,	User 3	,	39.920625	,	116.367239	,	2008-11-10	,	10:24:44
1106	,	User 3	,	39.920703	,	116.367235	,	2008-11-10	,	10:24:49
1107	,	User 3	,	39.920915	,	116.367248	,	2008-11-10	,	10:24:54
1108	,	User 3	,	39.921228	,	116.367238	,	2008-11-10	,	10:24:59
1109	,	User 3	,	39.92169	,	116.367242	,	2008-11-10	,	10:25:04
1110	,	User 3	,	39.922177	,	116.367224	,	2008-11-10	,	10:25:09
1111	,	User 3	,	39.922589	,	116.367233	,	2008-11-10	,	10:25:14
1112	,	User 3	,	39.922903	,	116.367243	,	2008-11-10	,	10:25:19
1113	,	User 3	,	39.923091	,	116.367221	,	2008-11-10	,	10:25:24
1114	,	User 3	,	39.92328	,	116.367228	,	2008-11-10	,	10:25:29
1115	,	User 3	,	39.923438	,	116.367233	,	2008-11-10	,	10:25:34
1116	,	User 3	,	39.923622	,	116.367243	,	2008-11-10	,	10:25:39
1117	,	User 3	,	39.923806	,	116.367222	,	2008-11-10	,	10:25:44
1118	,	User 3	,	39.923954	,	116.367203	,	2008-11-10	,	10:25:49
1119	,	User 3	,	39.924046	,	116.367197	,	2008-11-10	,	10:25:54
1120	,	User 3	,	39.924274	,	116.367221	,	2008-11-10	,	10:25:59
1121	,	User 3	,	39.924594	,	116.367225	,	2008-11-10	,	10:26:04
1122	,	User 3	,	39.92499	,	116.367225	,	2008-11-10	,	10:26:09
1123	,	User 3	,	39.925375	,	116.367212	,	2008-11-10	,	10:26:14
1124	,	User 3	,	39.925788	,	116.367208	,	2008-11-10	,	10:26:19
1125	,	User 3	,	39.926027	,	116.367166	,	2008-11-10	,	10:26:24
1126	,	User 3	,	39.926356	,	116.367135	,	2008-11-10	,	10:26:29
1127	,	User 3	,	39.926694	,	116.367091	,	2008-11-10	,	10:26:34
1128	,	User 3	,	39.92712	,	116.367051	,	2008-11-10	,	10:26:39
1129	,	User 3	,	39.927509	,	116.36702	,	2008-11-10	,	10:26:44
1130	,	User 3	,	39.927846	,	116.366995	,	2008-11-10	,	10:26:49
1131	,	User 3	,	39.928129	,	116.366994	,	2008-11-10	,	10:26:54
1132	,	User 3	,	39.928396	,	116.366978	,	2008-11-10	,	10:26:59
1133	,	User 3	,	39.928676	,	116.366956	,	2008-11-10	,	10:27:04
1134	,	User 3	,	39.929091	,	116.366941	,	2008-11-10	,	10:27:09
1135	,	User 3	,	39.929501	,	116.366906	,	2008-11-10	,	10:27:14
1136	,	User 3	,	39.929915	,	116.366881	,	2008-11-10	,	10:27:19
1137	,	User 3	,	39.93037	,	116.366829	,	2008-11-10	,	10:27:24
1138	,	User 3	,	39.930754	,	116.366821	,	2008-11-10	,	10:27:29
1139	,	User 3	,	39.93099	,	116.366811	,	2008-11-10	,	10:27:34
1140	,	User 3	,	39.931032	,	116.366824	,	2008-11-10	,	10:27:39
1141	,	User 3	,	39.931033	,	116.366824	,	2008-11-10	,	10:27:44
1142	,	User 3	,	39.931032	,	116.366824	,	2008-11-10	,	10:27:49
1143	,	User 3	,	39.931029	,	116.366824	,	2008-11-10	,	10:27:54
1144	,	User 3	,	39.931026	,	116.366824	,	2008-11-10	,	10:27:59
1145	,	User 3	,	39.931022	,	116.366824	,	2008-11-10	,	10:28:04
1146	,	User 3	,	39.931019	,	116.366824	,	2008-11-10	,	10:28:09
1147	,	User 3	,	39.931021	,	116.366823	,	2008-11-10	,	10:28:14
1148	,	User 3	,	39.931022	,	116.366822	,	2008-11-10	,	10:28:19
1149	,	User 3	,	39.931022	,	116.366822	,	2008-11-10	,	10:28:24
1150	,	User 3	,	39.931022	,	116.366821	,	2008-11-10	,	10:28:29
1151	,	User 3	,	39.931021	,	116.366821	,	2008-11-10	,	10:28:34
1152	,	User 3	,	39.931021	,	116.366821	,	2008-11-10	,	10:28:37
1153	,	User 3	,	39.931024	,	116.36682	,	2008-11-10	,	10:28:39
1154	,	User 3	,	39.931171	,	116.366823	,	2008-11-10	,	10:28:44
1155	,	User 3	,	39.931289	,	116.366804	,	2008-11-10	,	10:28:49
1156	,	User 3	,	39.931571	,	116.366772	,	2008-11-10	,	10:28:54
1157	,	User 3	,	39.931956	,	116.366785	,	2008-11-10	,	10:28:59
1158	,	User 3	,	39.932308	,	116.366778	,	2008-11-10	,	10:29:04
1159	,	User 3	,	39.932395	,	116.366775	,	2008-11-10	,	10:29:09
1160	,	User 3	,	39.932409	,	116.366773	,	2008-11-10	,	10:29:14
1161	,	User 3	,	39.932409	,	116.366773	,	2008-11-10	,	10:29:17
1162	,	User 3	,	39.932412	,	116.366772	,	2008-11-10	,	10:29:19
1163	,	User 3	,	39.932424	,	116.366772	,	2008-11-10	,	10:29:24
1164	,	User 3	,	39.93258	,	116.36676	,	2008-11-10	,	10:29:29
1165	,	User 3	,	39.932885	,	116.366732	,	2008-11-10	,	10:29:34
1166	,	User 3	,	39.93322	,	116.36673	,	2008-11-10	,	10:29:39
1167	,	User 3	,	39.933464	,	116.366694	,	2008-11-10	,	10:29:44
1168	,	User 3	,	39.933731	,	116.366689	,	2008-11-10	,	10:29:49
1169	,	User 3	,	39.934036	,	116.366687	,	2008-11-10	,	10:29:54
1170	,	User 3	,	39.934401	,	116.366637	,	2008-11-10	,	10:29:59
1171	,	User 3	,	39.934826	,	116.36664	,	2008-11-10	,	10:30:04
1172	,	User 3	,	39.93524	,	116.366644	,	2008-11-10	,	10:30:09
1173	,	User 3	,	39.935625	,	116.366622	,	2008-11-10	,	10:30:14
1174	,	User 3	,	39.935973	,	116.366623	,	2008-11-10	,	10:30:19
1175	,	User 3	,	39.9363	,	116.366615	,	2008-11-10	,	10:30:24
1176	,	User 3	,	39.936547	,	116.366611	,	2008-11-10	,	10:30:29
1177	,	User 3	,	39.936726	,	116.366604	,	2008-11-10	,	10:30:34
1178	,	User 3	,	39.936779	,	116.3666	,	2008-11-10	,	10:30:39
1179	,	User 3	,	39.9368	,	116.366583	,	2008-11-10	,	10:30:44
1180	,	User 3	,	39.936868	,	116.366605	,	2008-11-10	,	10:30:49
1181	,	User 3	,	39.937002	,	116.366655	,	2008-11-10	,	10:30:54
1182	,	User 3	,	39.937023	,	116.366731	,	2008-11-10	,	10:30:59
1183	,	User 3	,	39.937017	,	116.366771	,	2008-11-10	,	10:31:04
1184	,	User 3	,	39.937017	,	116.366771	,	2008-11-10	,	10:31:07
1185	,	User 3	,	39.937014	,	116.366771	,	2008-11-10	,	10:31:09
1186	,	User 3	,	39.937101	,	116.366779	,	2008-11-10	,	10:31:14
1187	,	User 3	,	39.937165	,	116.366791	,	2008-11-10	,	10:31:19
1188	,	User 3	,	39.937301	,	116.366803	,	2008-11-10	,	10:31:24
1189	,	User 3	,	39.93741	,	116.366801	,	2008-11-10	,	10:31:29
1190	,	User 3	,	39.937566	,	116.366782	,	2008-11-10	,	10:31:34
1191	,	User 3	,	39.937637	,	116.366738	,	2008-11-10	,	10:31:39
1192	,	User 3	,	39.937853	,	116.366621	,	2008-11-10	,	10:31:44
1193	,	User 3	,	39.93793	,	116.366561	,	2008-11-10	,	10:31:49
1194	,	User 3	,	39.937939	,	116.366563	,	2008-11-10	,	10:31:54
1195	,	User 3	,	39.937936	,	116.366564	,	2008-11-10	,	10:31:59
1196	,	User 3	,	39.937942	,	116.366562	,	2008-11-10	,	10:32:04
1197	,	User 3	,	39.937942	,	116.366562	,	2008-11-10	,	10:32:07
1198	,	User 3	,	39.937943	,	116.366562	,	2008-11-10	,	10:32:09
1199	,	User 3	,	39.937959	,	116.366526	,	2008-11-10	,	10:32:14
1200	,	User 3	,	39.937962	,	116.3665	,	2008-11-10	,	10:32:19
1201	,	User 3	,	39.937962	,	116.3665	,	2008-11-10	,	10:32:22
1202	,	User 3	,	39.937966	,	116.3665	,	2008-11-10	,	10:32:24
1203	,	User 3	,	39.937973	,	116.366532	,	2008-11-10	,	10:32:29
1204	,	User 3	,	39.93803	,	116.366528	,	2008-11-10	,	10:32:34
1205	,	User 3	,	39.938229	,	116.36653	,	2008-11-10	,	10:32:39
1206	,	User 3	,	39.938432	,	116.366533	,	2008-11-10	,	10:32:44
1207	,	User 3	,	39.938638	,	116.366534	,	2008-11-10	,	10:32:49
1208	,	User 3	,	39.938826	,	116.366529	,	2008-11-10	,	10:32:54
1209	,	User 3	,	39.939018	,	116.366497	,	2008-11-10	,	10:32:59
1210	,	User 3	,	39.939157	,	116.366426	,	2008-11-10	,	10:33:04
1211	,	User 3	,	39.939215	,	116.366293	,	2008-11-10	,	10:33:09
1212	,	User 3	,	39.939213	,	116.36601	,	2008-11-10	,	10:33:14
1213	,	User 3	,	39.939199	,	116.365611	,	2008-11-10	,	10:33:19
1214	,	User 3	,	39.93924	,	116.365159	,	2008-11-10	,	10:33:24
1215	,	User 3	,	39.939246	,	116.364656	,	2008-11-10	,	10:33:29
1216	,	User 3	,	39.939258	,	116.364232	,	2008-11-10	,	10:33:34
1217	,	User 3	,	39.939273	,	116.363864	,	2008-11-10	,	10:33:39
1218	,	User 3	,	39.939264	,	116.36351	,	2008-11-10	,	10:33:44
1219	,	User 3	,	39.939256	,	116.363144	,	2008-11-10	,	10:33:49
1220	,	User 3	,	39.939252	,	116.362745	,	2008-11-10	,	10:33:54
1221	,	User 3	,	39.9392	,	116.362337	,	2008-11-10	,	10:33:59
1222	,	User 3	,	39.939236	,	116.361922	,	2008-11-10	,	10:34:04
1223	,	User 3	,	39.93925	,	116.361567	,	2008-11-10	,	10:34:09
1224	,	User 3	,	39.939232	,	116.361369	,	2008-11-10	,	10:34:14
1225	,	User 3	,	39.939264	,	116.361177	,	2008-11-10	,	10:34:19
1226	,	User 3	,	39.939267	,	116.360982	,	2008-11-10	,	10:34:24
1227	,	User 3	,	39.939248	,	116.360899	,	2008-11-10	,	10:34:29
1228	,	User 3	,	39.939267	,	116.360838	,	2008-11-10	,	10:34:34
1229	,	User 3	,	39.939259	,	116.360646	,	2008-11-10	,	10:34:39
1230	,	User 3	,	39.939265	,	116.360625	,	2008-11-10	,	10:34:44
1231	,	User 3	,	39.939265	,	116.360634	,	2008-11-10	,	10:34:49
1232	,	User 3	,	39.939265	,	116.360634	,	2008-11-10	,	10:34:52
1233	,	User 3	,	39.939268	,	116.360635	,	2008-11-10	,	10:34:54
1234	,	User 3	,	39.939287	,	116.360681	,	2008-11-10	,	10:34:59
1235	,	User 3	,	39.939362	,	116.360809	,	2008-11-10	,	10:35:04
1236	,	User 3	,	39.939368	,	116.36085	,	2008-11-10	,	10:35:09
1237	,	User 3	,	39.939377	,	116.360935	,	2008-11-10	,	10:35:14
1238	,	User 3	,	39.939354	,	116.360989	,	2008-11-10	,	10:35:19
1239	,	User 3	,	39.939354	,	116.360999	,	2008-11-10	,	10:35:24
1240	,	User 3	,	39.939352	,	116.361008	,	2008-11-10	,	10:35:29
1241	,	User 3	,	39.939352	,	116.361008	,	2008-11-10	,	10:35:32
1242	,	User 3	,	39.939352	,	116.361008	,	2008-11-10	,	10:35:34
1243	,	User 3	,	39.939352	,	116.36102	,	2008-11-10	,	10:35:39
1244	,	User 3	,	39.939342	,	116.36109	,	2008-11-10	,	10:35:44
1245	,	User 3	,	39.939311	,	116.361177	,	2008-11-10	,	10:35:49
1246	,	User 3	,	39.939287	,	116.361217	,	2008-11-10	,	10:35:54
1247	,	User 3	,	39.939287	,	116.361217	,	2008-11-10	,	10:35:57
1248	,	User 3	,	39.939287	,	116.361221	,	2008-11-10	,	10:35:59
1249	,	User 3	,	39.939287	,	116.36123	,	2008-11-10	,	10:36:04
1250	,	User 3	,	39.939286	,	116.361241	,	2008-11-10	,	10:36:09
1251	,	User 3	,	39.93929	,	116.361319	,	2008-11-10	,	10:36:14
1252	,	User 3	,	39.93929	,	116.361328	,	2008-11-10	,	10:36:19
1253	,	User 3	,	39.93929	,	116.361324	,	2008-11-10	,	10:36:24
1254	,	User 3	,	39.93929	,	116.361324	,	2008-11-10	,	10:36:27
1255	,	User 3	,	39.939289	,	116.361326	,	2008-11-10	,	10:36:29
1256	,	User 3	,	39.939257	,	116.361765	,	2008-11-10	,	10:36:34
1257	,	User 3	,	39.939209	,	116.362024	,	2008-11-10	,	10:36:39
1258	,	User 3	,	39.939173	,	116.362078	,	2008-11-10	,	10:36:44
1259	,	User 3	,	39.939157	,	116.362092	,	2008-11-10	,	10:36:49
1260	,	User 3	,	39.939157	,	116.362092	,	2008-11-10	,	10:36:52
1261	,	User 3	,	39.939157	,	116.362095	,	2008-11-10	,	10:36:54
1262	,	User 3	,	39.939152	,	116.362118	,	2008-11-10	,	10:36:59
1263	,	User 3	,	39.939145	,	116.362154	,	2008-11-10	,	10:37:04
1264	,	User 3	,	39.939135	,	116.36221	,	2008-11-10	,	10:37:09
1265	,	User 3	,	39.939098	,	116.362286	,	2008-11-10	,	10:37:14
1266	,	User 3	,	39.938969	,	116.362295	,	2008-11-10	,	10:37:19
1267	,	User 3	,	39.938933	,	116.36229	,	2008-11-10	,	10:37:24
1268	,	User 3	,	39.938835	,	116.362573	,	2008-11-10	,	10:42:24
1269	,	User 3	,	39.938805	,	116.36261	,	2008-11-10	,	10:42:29
1270	,	User 3	,	39.938788	,	116.362631	,	2008-11-10	,	10:42:34
1271	,	User 3	,	39.938772	,	116.36266	,	2008-11-10	,	10:42:39
1272	,	User 3	,	39.938799	,	116.362664	,	2008-11-10	,	10:42:44
1273	,	User 3	,	39.938916	,	116.362653	,	2008-11-10	,	10:42:49
1274	,	User 3	,	39.939033	,	116.362703	,	2008-11-10	,	10:42:54
1275	,	User 3	,	39.939224	,	116.36279	,	2008-11-10	,	10:42:59
1276	,	User 3	,	39.939381	,	116.362862	,	2008-11-10	,	10:43:04
1277	,	User 3	,	39.939418	,	116.362955	,	2008-11-10	,	10:43:09
1278	,	User 3	,	39.939387	,	116.36296	,	2008-11-10	,	10:43:14
1279	,	User 3	,	39.9393	,	116.3628	,	2008-11-10	,	10:43:19
1280	,	User 3	,	39.939273	,	116.362742	,	2008-11-10	,	10:43:24
1281	,	User 3	,	39.939244	,	116.362701	,	2008-11-10	,	10:43:29
1282	,	User 3	,	39.939244	,	116.362701	,	2008-11-10	,	10:43:32
1283	,	User 3	,	39.939239	,	116.362704	,	2008-11-10	,	10:43:34
1284	,	User 3	,	39.939171	,	116.362605	,	2008-11-10	,	10:43:39
1285	,	User 3	,	39.939232	,	116.362551	,	2008-11-10	,	10:43:44
1286	,	User 3	,	39.939223	,	116.362507	,	2008-11-10	,	10:43:49
1287	,	User 3	,	39.939118	,	116.36243	,	2008-11-10	,	10:43:54
1288	,	User 3	,	39.938974	,	116.362379	,	2008-11-10	,	10:43:59
1289	,	User 3	,	39.938994	,	116.362394	,	2008-11-10	,	10:44:04
1290	,	User 3	,	39.938985	,	116.362433	,	2008-11-10	,	10:44:09
1291	,	User 3	,	39.938975	,	116.362434	,	2008-11-10	,	10:44:14
1292	,	User 3	,	39.938972	,	116.362453	,	2008-11-10	,	10:44:19
1293	,	User 3	,	39.938931	,	116.362469	,	2008-11-10	,	10:44:24
1294	,	User 3	,	39.938875	,	116.362503	,	2008-11-10	,	10:44:29
1295	,	User 3	,	39.938894	,	116.362524	,	2008-11-10	,	10:44:34
1296	,	User 3	,	39.938922	,	116.362514	,	2008-11-10	,	10:44:39
1297	,	User 3	,	39.938986	,	116.362517	,	2008-11-10	,	10:44:44
1298	,	User 3	,	39.939015	,	116.362518	,	2008-11-10	,	10:44:49
1299	,	User 3	,	39.939031	,	116.362521	,	2008-11-10	,	10:44:54
1300	,	User 3	,	39.939047	,	116.362522	,	2008-11-10	,	10:44:59
1301	,	User 3	,	39.939047	,	116.362522	,	2008-11-10	,	10:45:02
1302	,	User 3	,	39.939048	,	116.362517	,	2008-11-10	,	10:45:04
1303	,	User 3	,	39.939089	,	116.362504	,	2008-11-10	,	10:45:09
1304	,	User 3	,	39.939089	,	116.362504	,	2008-11-10	,	10:45:12
1305	,	User 3	,	39.939088	,	116.362509	,	2008-11-10	,	10:45:14
1306	,	User 3	,	39.939089	,	116.362531	,	2008-11-10	,	10:45:19
1307	,	User 3	,	39.939117	,	116.362542	,	2008-11-10	,	10:45:24
1308	,	User 3	,	39.939098	,	116.362527	,	2008-11-10	,	10:45:29
1309	,	User 3	,	39.939099	,	116.362521	,	2008-11-10	,	10:45:34
1310	,	User 3	,	39.939099	,	116.362521	,	2008-11-10	,	10:45:37
1311	,	User 3	,	39.939098	,	116.362516	,	2008-11-10	,	10:45:39
1312	,	User 3	,	39.939072	,	116.362562	,	2008-11-10	,	10:45:44
1313	,	User 3	,	39.939061	,	116.362581	,	2008-11-10	,	10:45:49
1314	,	User 3	,	39.939085	,	116.362553	,	2008-11-10	,	10:45:54
1315	,	User 3	,	39.939096	,	116.362536	,	2008-11-10	,	10:45:59
1316	,	User 3	,	39.939106	,	116.362539	,	2008-11-10	,	10:46:04
1317	,	User 3	,	39.939075	,	116.362505	,	2008-11-10	,	10:46:09
1318	,	User 3	,	39.93905	,	116.362452	,	2008-11-10	,	10:46:14
1319	,	User 3	,	39.939023	,	116.362392	,	2008-11-10	,	10:46:19
1320	,	User 3	,	39.939012	,	116.36236	,	2008-11-10	,	10:46:24
1321	,	User 3	,	39.939018	,	116.362399	,	2008-11-10	,	10:46:29
1322	,	User 3	,	39.939035	,	116.362453	,	2008-11-10	,	10:46:34
1323	,	User 3	,	39.939035	,	116.362459	,	2008-11-10	,	10:46:39
1324	,	User 3	,	39.939035	,	116.362459	,	2008-11-10	,	10:46:42
1325	,	User 3	,	39.939035	,	116.362462	,	2008-11-10	,	10:46:44
1326	,	User 3	,	39.939047	,	116.362447	,	2008-11-10	,	10:46:49
1327	,	User 3	,	39.939077	,	116.362432	,	2008-11-10	,	10:46:54
1328	,	User 3	,	39.939097	,	116.362389	,	2008-11-10	,	10:46:59
1329	,	User 3	,	39.939131	,	116.362323	,	2008-11-10	,	10:47:04
1330	,	User 3	,	39.939153	,	116.362261	,	2008-11-10	,	10:47:09
1331	,	User 3	,	39.939156	,	116.362246	,	2008-11-10	,	10:47:14
1332	,	User 3	,	39.939159	,	116.362245	,	2008-11-10	,	10:47:19
1333	,	User 3	,	39.939159	,	116.362245	,	2008-11-10	,	10:47:22
1334	,	User 3	,	39.939158	,	116.36224	,	2008-11-10	,	10:47:24
1335	,	User 3	,	39.93914	,	116.362255	,	2008-11-10	,	10:47:29
1336	,	User 3	,	39.939048	,	116.362323	,	2008-11-10	,	10:47:34
1337	,	User 3	,	39.939078	,	116.362329	,	2008-11-10	,	10:47:39
1338	,	User 3	,	39.939078	,	116.36234	,	2008-11-10	,	10:47:44
1339	,	User 3	,	39.939078	,	116.362353	,	2008-11-10	,	10:47:49
1340	,	User 3	,	39.939161	,	116.362369	,	2008-11-10	,	10:47:54
1341	,	User 3	,	39.939197	,	116.362403	,	2008-11-10	,	10:47:59
1342	,	User 3	,	39.939168	,	116.362396	,	2008-11-10	,	10:48:04
1343	,	User 3	,	39.939191	,	116.362355	,	2008-11-10	,	10:48:09
1344	,	User 3	,	39.939217	,	116.362275	,	2008-11-10	,	10:48:14
1345	,	User 3	,	39.939233	,	116.362207	,	2008-11-10	,	10:48:19
1346	,	User 3	,	39.939191	,	116.362243	,	2008-11-10	,	10:48:24
1347	,	User 3	,	39.93917	,	116.362346	,	2008-11-10	,	10:48:29
1348	,	User 3	,	39.939074	,	116.362485	,	2008-11-10	,	10:48:34
1349	,	User 3	,	39.939081	,	116.362456	,	2008-11-10	,	10:48:39
1350	,	User 3	,	39.939051	,	116.362386	,	2008-11-10	,	10:48:44
1351	,	User 3	,	39.939033	,	116.362285	,	2008-11-10	,	10:48:49
1352	,	User 3	,	39.93901	,	116.3622	,	2008-11-10	,	10:48:54
1353	,	User 3	,	39.939024	,	116.362085	,	2008-11-10	,	10:48:59
1354	,	User 3	,	39.939132	,	116.362008	,	2008-11-10	,	10:49:04
1355	,	User 3	,	39.939172	,	116.362008	,	2008-11-10	,	10:49:09
1356	,	User 3	,	39.939132	,	116.362028	,	2008-11-10	,	10:49:14
1357	,	User 3	,	39.93913	,	116.362042	,	2008-11-10	,	10:49:19
1358	,	User 3	,	39.939129	,	116.36205	,	2008-11-10	,	10:49:24
1359	,	User 3	,	39.939129	,	116.362058	,	2008-11-10	,	10:49:29
1360	,	User 3	,	39.939129	,	116.362058	,	2008-11-10	,	10:49:32
1361	,	User 3	,	39.939129	,	116.362056	,	2008-11-10	,	10:49:34
1362	,	User 3	,	39.939111	,	116.362059	,	2008-11-10	,	10:49:39
1363	,	User 3	,	39.939079	,	116.36206	,	2008-11-10	,	10:49:44
1364	,	User 3	,	39.939037	,	116.362078	,	2008-11-10	,	10:49:49
1365	,	User 3	,	39.939015	,	116.362114	,	2008-11-10	,	10:49:54
1366	,	User 3	,	39.939042	,	116.362127	,	2008-11-10	,	10:49:59
1367	,	User 3	,	39.93907	,	116.362151	,	2008-11-10	,	10:50:04
1368	,	User 3	,	39.938909	,	116.361879	,	2008-11-10	,	10:51:34
1369	,	User 3	,	39.938854	,	116.361823	,	2008-11-10	,	10:51:39
1370	,	User 3	,	39.938908	,	116.361944	,	2008-11-10	,	10:51:44
1371	,	User 3	,	39.938951	,	116.362038	,	2008-11-10	,	10:51:49
1372	,	User 3	,	39.939019	,	116.362025	,	2008-11-10	,	10:51:54
1373	,	User 3	,	39.939077	,	116.36208	,	2008-11-10	,	10:51:59
1374	,	User 3	,	39.93909	,	116.362188	,	2008-11-10	,	10:52:04
1375	,	User 4	,	39.939059	,	116.362232	,	2008-11-10	,	10:52:09
1376	,	User 4	,	39.939002	,	116.36185	,	2008-11-10	,	10:53:24
1377	,	User 4	,	39.939163	,	116.36205	,	2008-11-10	,	10:57:04
1378	,	User 4	,	39.939156	,	116.362059	,	2008-11-10	,	10:57:09
1379	,	User 4	,	39.939179	,	116.362087	,	2008-11-10	,	10:57:14
1380	,	User 4	,	39.939229	,	116.362105	,	2008-11-10	,	10:57:19
1381	,	User 4	,	39.939146	,	116.362235	,	2008-11-10	,	10:57:24
1382	,	User 4	,	39.939127	,	116.362241	,	2008-11-10	,	10:57:29
1383	,	User 4	,	39.939107	,	116.362259	,	2008-11-10	,	10:57:34
1384	,	User 4	,	39.938976	,	116.362346	,	2008-11-10	,	10:57:39
1385	,	User 4	,	39.938943	,	116.362411	,	2008-11-10	,	10:57:44
1386	,	User 4	,	39.938966	,	116.362428	,	2008-11-10	,	10:57:49
1387	,	User 4	,	39.939	,	116.362397	,	2008-11-10	,	10:57:54
1388	,	User 4	,	39.938991	,	116.362402	,	2008-11-10	,	10:57:59
1389	,	User 4	,	39.938995	,	116.362351	,	2008-11-10	,	10:58:04
1390	,	User 4	,	39.938991	,	116.362319	,	2008-11-10	,	10:58:09
1391	,	User 4	,	39.939007	,	116.362283	,	2008-11-10	,	10:58:14
1392	,	User 4	,	39.939035	,	116.362273	,	2008-11-10	,	10:58:19
1393	,	User 4	,	39.939055	,	116.362232	,	2008-11-10	,	10:58:24
1394	,	User 4	,	39.939115	,	116.362099	,	2008-11-10	,	10:58:29
1395	,	User 4	,	39.939172	,	116.361946	,	2008-11-10	,	10:58:34
1396	,	User 4	,	39.939218	,	116.361967	,	2008-11-10	,	10:58:39
1397	,	User 4	,	39.939243	,	116.361946	,	2008-11-10	,	10:58:44
1398	,	User 4	,	39.93927	,	116.361953	,	2008-11-10	,	10:58:49
1399	,	User 4	,	39.939254	,	116.361928	,	2008-11-10	,	10:58:54
1400	,	User 4	,	39.939263	,	116.361842	,	2008-11-10	,	10:58:59
1401	,	User 4	,	39.939307	,	116.36185	,	2008-11-10	,	10:59:04
1402	,	User 4	,	39.939316	,	116.361842	,	2008-11-10	,	10:59:09
1403	,	User 4	,	39.939314	,	116.361776	,	2008-11-10	,	10:59:14
1404	,	User 4	,	39.939296	,	116.361753	,	2008-11-10	,	10:59:19
1405	,	User 4	,	39.939225	,	116.361747	,	2008-11-10	,	10:59:24
1406	,	User 4	,	39.939213	,	116.361668	,	2008-11-10	,	10:59:29
1407	,	User 4	,	39.939207	,	116.361598	,	2008-11-10	,	10:59:34
1408	,	User 4	,	39.939221	,	116.361525	,	2008-11-10	,	10:59:39
1409	,	User 4	,	39.939201	,	116.361479	,	2008-11-10	,	10:59:44
1410	,	User 4	,	39.939204	,	116.361393	,	2008-11-10	,	10:59:49
1411	,	User 4	,	39.939197	,	116.3613	,	2008-11-10	,	10:59:54
1412	,	User 4	,	39.9392	,	116.361223	,	2008-11-10	,	10:59:59
1413	,	User 4	,	39.939211	,	116.36114	,	2008-11-10	,	11:00:04
1414	,	User 4	,	39.939209	,	116.361067	,	2008-11-10	,	11:00:09
1415	,	User 4	,	39.93921	,	116.360974	,	2008-11-10	,	11:00:14
1416	,	User 4	,	39.93919	,	116.360869	,	2008-11-10	,	11:00:19
1417	,	User 4	,	39.939179	,	116.360777	,	2008-11-10	,	11:00:24
1418	,	User 4	,	39.939174	,	116.360692	,	2008-11-10	,	11:00:29
1419	,	User 4	,	39.939152	,	116.3606	,	2008-11-10	,	11:00:34
1420	,	User 4	,	39.939148	,	116.360547	,	2008-11-10	,	11:00:39
